"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
CAA-MI-2-PBA-0.70,0,0, 0.010, 0.000, 0.016, 0.964,-0.422,3440,78.08,19,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.096, 0.157, 0.000, 0.987, 5.910,5010,78303.88,19,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.176, 0.000, 0.212, 0.975, 0.161,4887,27.03,20,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.200, 0.000, 0.240, 0.978, 0.163,4939,32.83,20,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.202, 0.000, 0.240, 0.969, 0.163,4926,79.35,20,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.192, 0.000, 0.259, 0.967,-0.011,4994,23.51,20,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.182, 0.000, 0.270, 0.972,-0.030,5004,28.97,20,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.182, 0.000, 0.268, 0.969,-0.027,5003,76.27,20,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.278, 0.302, 0.000, 0.999, 0.532,5010,76533.63,20,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.025, 0.000, 0.031, 0.922,-0.320,2978,30.91,21,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0, 0.014, 0.000, 0.020, 0.933,-0.376,3102,36.71,21,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.022, 0.000, 0.028, 0.924,-0.342,3039,82.47,21,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0, 0.007, 0.000, 0.013, 0.943,-0.465,3005,26.52,21,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0, 0.003, 0.000, 0.007, 0.947,-0.496,3106,32.72,21,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.006, 0.000, 0.010, 0.946,-0.491,3049,78.08,21,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.093, 0.149, 0.000, 0.976, 5.811,5010,77858.86,21,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.204,0.000,0.238,0.969,0.170,4964,26.21,22,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.224,0.000,0.267,0.968,0.182,4986,31.66,22,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.224,0.000,0.261,0.967,0.175,4974,78.55,22,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.227,0.000,0.295,0.963,0.069,4990,23.25,22,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.224,0.000,0.326,0.965,0.077,5002,29.1,22,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.228,0.000,0.316,0.961,0.072,5005,75.88,22,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.308,0.327,0.000,0.997,0.325,5010,75104.67,22,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0, 0.064, 0.000, 0.074, 0.935,-0.004,3336,31.16,23,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.056, 0.000, 0.072, 0.943,-0.138,3521,36.93,23,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.065, 0.000, 0.079, 0.939,-0.022,3450,83.23,23,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.010, 0.000, 0.015, 0.966,-0.403,3398,25.25,23,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.004, 0.000, 0.010, 0.968,-0.397,3546,31.18,23,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.009, 0.000, 0.014, 0.966,-0.392,3496,77.72,23,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.102, 0.165, 0.000, 0.988, 4.949,5010,77769.56,23,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.165, 0.000, 0.199, 0.972, 0.157,4882,26.62,24,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.193, 0.000, 0.230, 0.971, 0.184,4933,32.11,24,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.184, 0.000, 0.219, 0.972, 0.170,4899,77.99,24,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.177, 0.000, 0.235, 0.959,-0.072,5002,23.84,24,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.164, 0.000, 0.249, 0.966,-0.061,5009,29.31,24,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.170, 0.000, 0.248, 0.968,-0.063,5003,74.79,24,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.257, 0.300, 0.000, 0.999, 0.614,5010,75027.17,24,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.026, 0.000, 0.027, 0.973,-0.001,4945,31.32,25,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.024, 0.000, 0.027, 0.973, 0.006,4940,38.75,25,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.026, 0.000, 0.028, 0.972,-0.007,4944,173.25,25,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.018, 0.000, 0.021, 0.979,-0.003,4945,26.08,25,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.019, 0.000, 0.021, 0.979, 0.006,4940,34.74,25,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.018, 0.000, 0.020, 0.980,-0.006,4945,168.78,25,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.050, 0.058, 0.000, 1.000, 0.060,5010,97740.4,25,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0,0.043,0.000,0.046,0.954,0.005,5010,29.18,26,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,1,0,0.044,0.000,0.048,0.952,0.005,5010,36.37,26,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.038,0.000,0.042,0.958,0.008,5010,171.29,26,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,0,0,0.045,0.000,0.047,0.953,0.005,5010,26.83,26,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,0,0,0.048,0.000,0.050,0.950,0.004,5010,34.49,26,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.045,0.000,0.046,0.954,0.008,5010,169.06,26,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.045,0.050,0.000,1.000,0.008,5010,95857.34,26,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.039, 0.000, 0.041, 0.959, 0.003,4972,30.84,27,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.041, 0.000, 0.044, 0.956, 0.001,4989,37.75,27,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.036, 0.000, 0.040, 0.960, 0.004,4988,174.47,27,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0, 0.026, 0.000, 0.029, 0.971,-0.001,4972,26.68,27,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.026, 0.000, 0.029, 0.971, 0.002,4989,34.43,27,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.019, 0.000, 0.021, 0.979, 0.004,4990,171.36,27,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.049, 0.051, 0.000, 1.000,-0.017,5010,96364.56,27,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0,0.046,0.000,0.049,0.951,0.009,5010,29.32,28,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0,0.045,0.000,0.048,0.952,0.007,5010,36.41,28,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.043,0.000,0.045,0.955,0.006,5010,173.19,28,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0,0.047,0.000,0.049,0.951,0.008,5010,26.72,28,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0,0.041,0.000,0.043,0.957,0.007,5010,34.63,28,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.041,0.000,0.043,0.957,0.006,5010,170.74,28,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.049,0.055,0.000,1.000,0.006,5010,96595.24,28,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0, 0.024, 0.000, 0.027, 0.973,-0.003,4953,30.45,29,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.025, 0.000, 0.027, 0.973,-0.005,4952,38.27,29,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.027, 0.000, 0.029, 0.971, 0.001,4946,167.46,29,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
